Academic Year,District ID,District,School ID,School,Subject,Student Group,Grade Level,Number Proficient (Level 3 or 4),Percent Proficient (Level 3 or 4),Number Level 4,Percent Level 4,Number Level 3,Percent Level 3,Number Level 2,Percent Level 2,Number Level 1,Percent Level 1,Number of Participants,Participation Rate
2016-2017,2108,Ontario SD 8C,698,Ontario Middle School,Mathematics,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,698,Ontario Middle School,Mathematics,Black/African American,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,698,Ontario Middle School,Mathematics,Econo. Disadvantaged,All Grades,69,21.0,19,5.8,50,15.2,109,33.1,151,45.9,330,99.7
2016-2017,2108,Ontario SD 8C,698,Ontario Middle School,Mathematics,Extended Assessment,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,698,Ontario Middle School,Mathematics,Female,All Grades,35,22.9,6,3.9,29,19.0,57,37.3,61,39.9,154,99.4
2016-2017,2108,Ontario SD 8C,698,Ontario Middle School,Mathematics,Hispanic/Latino,All Grades,41,19.5,9,4.3,32,15.2,68,32.4,101,48.1,211,100.0
2016-2017,2108,Ontario SD 8C,698,Ontario Middle School,Mathematics,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,698,Ontario Middle School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2108,Ontario SD 8C,698,Ontario Middle School,Mathematics,English Learners,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2108,Ontario SD 8C,698,Ontario Middle School,Mathematics,Male,All Grades,34,19.3,13,7.4,21,11.9,52,29.5,90,51.1,176,100.0
2016-2017,2108,Ontario SD 8C,698,Ontario Middle School,Mathematics,Migrant Education,All Grades,13,16.7,1,1.3,12,15.4,19,24.4,46,59.0,78,100.0
2016-2017,2108,Ontario SD 8C,698,Ontario Middle School,Mathematics,Multi-Racial,All Grades,1,16.7,1,16.7,0,0.0,3,50.0,2,33.3,6,100.0
2016-2017,2108,Ontario SD 8C,698,Ontario Middle School,Mathematics,Pacific Islander,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,698,Ontario Middle School,Mathematics,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2108,Ontario SD 8C,698,Ontario Middle School,Mathematics,Students with Disabilities (SWD),All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2108,Ontario SD 8C,698,Ontario Middle School,Mathematics,Talented and Gifted (TAG),All Grades,13,72.2,8,44.4,5,27.8,4,22.2,1,5.6,18,100.0
2016-2017,2108,Ontario SD 8C,698,Ontario Middle School,Mathematics,Total Population (All Students),All Grades,69,21.0,19,5.8,50,15.2,109,33.1,151,45.9,330,99.7
2016-2017,2108,Ontario SD 8C,698,Ontario Middle School,Mathematics,White,All Grades,26,24.5,9,8.5,17,16.0,36,34.0,44,41.5,106,99.1
2016-2017,2108,Ontario SD 8C,697,Pioneer Elementary School,Mathematics,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2108,Ontario SD 8C,697,Pioneer Elementary School,Mathematics,Black/African American,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,697,Pioneer Elementary School,Mathematics,Econo. Disadvantaged,All Grades,18,31.0,7,12.1,11,19.0,11,19.0,29,50.0,61,100.0
2016-2017,2108,Ontario SD 8C,697,Pioneer Elementary School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2108,Ontario SD 8C,697,Pioneer Elementary School,Mathematics,Female,All Grades,5,20.0,0,0.0,5,20.0,7,28.0,13,52.0,26,100.0
2016-2017,2108,Ontario SD 8C,697,Pioneer Elementary School,Mathematics,Hispanic/Latino,All Grades,10,34.5,3,10.3,7,24.1,7,24.1,12,41.4,30,100.0
2016-2017,2108,Ontario SD 8C,697,Pioneer Elementary School,Mathematics,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2108,Ontario SD 8C,697,Pioneer Elementary School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2108,Ontario SD 8C,697,Pioneer Elementary School,Mathematics,English Learners,All Grades,2,20.0,0,0.0,2,20.0,2,20.0,6,60.0,13,100.0
2016-2017,2108,Ontario SD 8C,697,Pioneer Elementary School,Mathematics,Male,All Grades,13,39.4,7,21.2,6,18.2,4,12.1,16,48.5,35,100.0
2016-2017,2108,Ontario SD 8C,697,Pioneer Elementary School,Mathematics,Migrant Education,All Grades,5,38.5,2,15.4,3,23.1,2,15.4,6,46.2,14,100.0
2016-2017,2108,Ontario SD 8C,697,Pioneer Elementary School,Mathematics,Multi-Racial,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,697,Pioneer Elementary School,Mathematics,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2108,Ontario SD 8C,697,Pioneer Elementary School,Mathematics,SWD with Accommodations,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2108,Ontario SD 8C,697,Pioneer Elementary School,Mathematics,Students with Disabilities (SWD),All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2108,Ontario SD 8C,697,Pioneer Elementary School,Mathematics,Talented and Gifted (TAG),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2108,Ontario SD 8C,697,Pioneer Elementary School,Mathematics,Total Population (All Students),All Grades,18,31.0,7,12.1,11,19.0,11,19.0,29,50.0,61,100.0
2016-2017,2108,Ontario SD 8C,697,Pioneer Elementary School,Mathematics,White,All Grades,6,24.0,2,8.0,4,16.0,3,12.0,16,64.0,25,100.0
2016-2017,1928,Oregon City SD 62,4585,Alliance Charter Academy,Mathematics,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1928,Oregon City SD 62,4585,Alliance Charter Academy,Mathematics,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,4585,Alliance Charter Academy,Mathematics,Econo. Disadvantaged,All Grades,16,66.7,7,29.2,9,37.5,5,20.8,3,12.5,24,96.0
2016-2017,1928,Oregon City SD 62,4585,Alliance Charter Academy,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,4585,Alliance Charter Academy,Mathematics,Female,All Grades,48,50.0,20,20.8,28,29.2,30,31.3,18,18.8,96,88.1
2016-2017,1928,Oregon City SD 62,4585,Alliance Charter Academy,Mathematics,Hispanic/Latino,All Grades,6,42.9,3,21.4,3,21.4,4,28.6,4,28.6,14,87.5
2016-2017,1928,Oregon City SD 62,4585,Alliance Charter Academy,Mathematics,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,4585,Alliance Charter Academy,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,4585,Alliance Charter Academy,Mathematics,English Learners,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1928,Oregon City SD 62,4585,Alliance Charter Academy,Mathematics,Male,All Grades,60,62.5,28,29.2,32,33.3,19,19.8,17,17.7,96,87.3
2016-2017,1928,Oregon City SD 62,4585,Alliance Charter Academy,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,4585,Alliance Charter Academy,Mathematics,Multi-Racial,All Grades,8,57.1,3,21.4,5,35.7,4,28.6,2,14.3,14,82.4
2016-2017,1928,Oregon City SD 62,4585,Alliance Charter Academy,Mathematics,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,4585,Alliance Charter Academy,Mathematics,SWD with Accommodations,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1928,Oregon City SD 62,4585,Alliance Charter Academy,Mathematics,Students with Disabilities (SWD),All Grades,5,23.8,3,14.3,2,9.5,4,19.0,12,57.1,21,100.0
2016-2017,1928,Oregon City SD 62,4585,Alliance Charter Academy,Mathematics,Talented and Gifted (TAG),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1928,Oregon City SD 62,4585,Alliance Charter Academy,Mathematics,Total Population (All Students),All Grades,108,56.3,48,25.0,60,31.3,49,25.5,35,18.2,192,87.7
2016-2017,1928,Oregon City SD 62,4585,Alliance Charter Academy,Mathematics,White,All Grades,94,58.4,42,26.1,52,32.3,39,24.2,28,17.4,161,88.0
2016-2017,1928,Oregon City SD 62,105,Beavercreek Elementary School,Mathematics,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1928,Oregon City SD 62,105,Beavercreek Elementary School,Mathematics,Black/African American,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1928,Oregon City SD 62,105,Beavercreek Elementary School,Mathematics,Econo. Disadvantaged,All Grades,14,27.5,4,7.8,10,19.6,23,45.1,14,27.5,51,94.4
2016-2017,1928,Oregon City SD 62,105,Beavercreek Elementary School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,105,Beavercreek Elementary School,Mathematics,Female,All Grades,64,45.1,30,21.1,34,23.9,52,36.6,26,18.3,142,97.9
2016-2017,1928,Oregon City SD 62,105,Beavercreek Elementary School,Mathematics,Hispanic/Latino,All Grades,12,44.4,5,18.5,7,25.9,8,29.6,7,25.9,27,100.0
2016-2017,1928,Oregon City SD 62,105,Beavercreek Elementary School,Mathematics,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,105,Beavercreek Elementary School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,105,Beavercreek Elementary School,Mathematics,English Learners,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1928,Oregon City SD 62,105,Beavercreek Elementary School,Mathematics,Male,All Grades,70,53.4,32,24.4,38,29.0,35,26.7,26,19.8,131,97.8
2016-2017,1928,Oregon City SD 62,105,Beavercreek Elementary School,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,105,Beavercreek Elementary School,Mathematics,Multi-Racial,All Grades,10,38.5,4,15.4,6,23.1,10,38.5,6,23.1,26,96.3
2016-2017,1928,Oregon City SD 62,105,Beavercreek Elementary School,Mathematics,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,105,Beavercreek Elementary School,Mathematics,SWD with Accommodations,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,1928,Oregon City SD 62,105,Beavercreek Elementary School,Mathematics,Students with Disabilities (SWD),All Grades,10,27.8,4,11.1,6,16.7,8,22.2,18,50.0,36,94.7
2016-2017,1928,Oregon City SD 62,105,Beavercreek Elementary School,Mathematics,Talented and Gifted (TAG),All Grades,> 95.0%,> 95.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,1928,Oregon City SD 62,105,Beavercreek Elementary School,Mathematics,Total Population (All Students),All Grades,134,49.1,62,22.7,72,26.4,87,31.9,52,19.0,273,97.8
2016-2017,1928,Oregon City SD 62,105,Beavercreek Elementary School,Mathematics,White,All Grades,111,52.1,52,24.4,59,27.7,66,31.0,36,16.9,213,97.7
2016-2017,1928,Oregon City SD 62,106,Candy Lane Elementary School,Mathematics,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1928,Oregon City SD 62,106,Candy Lane Elementary School,Mathematics,Black/African American,All Grades,3,50.0,0,0.0,3,50.0,2,33.3,1,16.7,6,100.0
2016-2017,1928,Oregon City SD 62,106,Candy Lane Elementary School,Mathematics,Econo. Disadvantaged,All Grades,23,15.9,5,3.4,18,12.4,43,29.7,79,54.5,145,99.3
2016-2017,1928,Oregon City SD 62,106,Candy Lane Elementary School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,106,Candy Lane Elementary School,Mathematics,Female,All Grades,43,30.9,12,8.6,31,22.3,38,27.3,58,41.7,139,99.3
2016-2017,1928,Oregon City SD 62,106,Candy Lane Elementary School,Mathematics,Hispanic/Latino,All Grades,19,18.4,5,4.9,14,13.6,21,20.4,63,61.2,103,99.0
2016-2017,1928,Oregon City SD 62,106,Candy Lane Elementary School,Mathematics,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1928,Oregon City SD 62,106,Candy Lane Elementary School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,106,Candy Lane Elementary School,Mathematics,English Learners,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,1928,Oregon City SD 62,106,Candy Lane Elementary School,Mathematics,Male,All Grades,32,26.4,13,10.7,19,15.7,36,29.8,53,43.8,121,96.8
2016-2017,1928,Oregon City SD 62,106,Candy Lane Elementary School,Mathematics,Migrant Education,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,1928,Oregon City SD 62,106,Candy Lane Elementary School,Mathematics,Multi-Racial,All Grades,9,50.0,5,27.8,4,22.2,4,22.2,5,27.8,18,100.0
2016-2017,1928,Oregon City SD 62,106,Candy Lane Elementary School,Mathematics,Pacific Islander,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1928,Oregon City SD 62,106,Candy Lane Elementary School,Mathematics,SWD with Accommodations,All Grades,2,7.4,1,3.7,1,3.7,3,11.1,22,81.5,27,100.0
2016-2017,1928,Oregon City SD 62,106,Candy Lane Elementary School,Mathematics,Students with Disabilities (SWD),All Grades,6,13.6,2,4.5,4,9.1,8,18.2,30,68.2,44,100.0
2016-2017,1928,Oregon City SD 62,106,Candy Lane Elementary School,Mathematics,Talented and Gifted (TAG),All Grades,> 95.0%,> 95.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,1928,Oregon City SD 62,106,Candy Lane Elementary School,Mathematics,Total Population (All Students),All Grades,75,28.8,25,9.6,50,19.2,74,28.5,111,42.7,260,98.1
2016-2017,1928,Oregon City SD 62,106,Candy Lane Elementary School,Mathematics,White,All Grades,41,32.8,13,10.4,28,22.4,47,37.6,37,29.6,125,96.9
2016-2017,1928,Oregon City SD 62,4802,Clackamas Academy of Industrial Sciences,Mathematics,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1928,Oregon City SD 62,4802,Clackamas Academy of Industrial Sciences,Mathematics,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,4802,Clackamas Academy of Industrial Sciences,Mathematics,Econo. Disadvantaged,All Grades,7,31.8,2,9.1,5,22.7,11,50.0,4,18.2,22,95.7
2016-2017,1928,Oregon City SD 62,4802,Clackamas Academy of Industrial Sciences,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,4802,Clackamas Academy of Industrial Sciences,Mathematics,Female,All Grades,6,50.0,2,16.7,4,33.3,4,33.3,2,16.7,12,92.3
2016-2017,1928,Oregon City SD 62,4802,Clackamas Academy of Industrial Sciences,Mathematics,Hispanic/Latino,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1928,Oregon City SD 62,4802,Clackamas Academy of Industrial Sciences,Mathematics,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,4802,Clackamas Academy of Industrial Sciences,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,4802,Clackamas Academy of Industrial Sciences,Mathematics,English Learners,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,4802,Clackamas Academy of Industrial Sciences,Mathematics,Male,All Grades,28,38.4,15,20.5,13,17.8,23,31.5,22,30.1,73,96.1
2016-2017,1928,Oregon City SD 62,4802,Clackamas Academy of Industrial Sciences,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,4802,Clackamas Academy of Industrial Sciences,Mathematics,Multi-Racial,All Grades,5,71.4,2,28.6,3,42.9,0,0.0,2,28.6,7,100.0
2016-2017,1928,Oregon City SD 62,4802,Clackamas Academy of Industrial Sciences,Mathematics,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,4802,Clackamas Academy of Industrial Sciences,Mathematics,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,4802,Clackamas Academy of Industrial Sciences,Mathematics,Students with Disabilities (SWD),All Grades,6,46.2,3,23.1,3,23.1,4,30.8,3,23.1,13,92.9
2016-2017,1928,Oregon City SD 62,4802,Clackamas Academy of Industrial Sciences,Mathematics,Talented and Gifted (TAG),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1928,Oregon City SD 62,4802,Clackamas Academy of Industrial Sciences,Mathematics,Total Population (All Students),All Grades,34,40.0,17,20.0,17,20.0,27,31.8,24,28.2,85,95.5
2016-2017,1928,Oregon City SD 62,4802,Clackamas Academy of Industrial Sciences,Mathematics,White,All Grades,27,36.0,15,20.0,12,16.0,26,34.7,22,29.3,75,96.2
2016-2017,1928,Oregon City SD 62,109,Gaffney Lane Elementary School,Mathematics,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1928,Oregon City SD 62,109,Gaffney Lane Elementary School,Mathematics,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,109,Gaffney Lane Elementary School,Mathematics,Econo. Disadvantaged,All Grades,35,35.0,12,12.0,23,23.0,35,35.0,30,30.0,100,99.0
2016-2017,1928,Oregon City SD 62,109,Gaffney Lane Elementary School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,109,Gaffney Lane Elementary School,Mathematics,Female,All Grades,55,41.7,29,22.0,26,19.7,42,31.8,35,26.5,132,97.8
2016-2017,1928,Oregon City SD 62,109,Gaffney Lane Elementary School,Mathematics,Hispanic/Latino,All Grades,12,32.4,2,5.4,10,27.0,11,29.7,14,37.8,37,100.0
2016-2017,1928,Oregon City SD 62,109,Gaffney Lane Elementary School,Mathematics,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,109,Gaffney Lane Elementary School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,109,Gaffney Lane Elementary School,Mathematics,English Learners,All Grades,2,15.4,0,0.0,2,15.4,4,30.8,7,53.8,13,100.0
2016-2017,1928,Oregon City SD 62,109,Gaffney Lane Elementary School,Mathematics,Male,All Grades,71,46.1,36,23.4,35,22.7,45,29.2,38,24.7,154,99.4
2016-2017,1928,Oregon City SD 62,109,Gaffney Lane Elementary School,Mathematics,Migrant Education,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1928,Oregon City SD 62,109,Gaffney Lane Elementary School,Mathematics,Multi-Racial,All Grades,5,29.4,4,23.5,1,5.9,4,23.5,8,47.1,17,100.0
2016-2017,1928,Oregon City SD 62,109,Gaffney Lane Elementary School,Mathematics,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,109,Gaffney Lane Elementary School,Mathematics,SWD with Accommodations,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,1928,Oregon City SD 62,109,Gaffney Lane Elementary School,Mathematics,Students with Disabilities (SWD),All Grades,8,16.7,4,8.3,4,8.3,14,29.2,26,54.2,48,96.0
2016-2017,1928,Oregon City SD 62,109,Gaffney Lane Elementary School,Mathematics,Talented and Gifted (TAG),All Grades,> 95.0%,> 95.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,1928,Oregon City SD 62,109,Gaffney Lane Elementary School,Mathematics,Total Population (All Students),All Grades,126,44.1,65,22.7,61,21.3,87,30.4,73,25.5,286,98.6
2016-2017,1928,Oregon City SD 62,109,Gaffney Lane Elementary School,Mathematics,White,All Grades,108,47.2,58,25.3,50,21.8,71,31.0,50,21.8,229,98.3
2016-2017,1928,Oregon City SD 62,115,Gardiner Middle School,Mathematics,Asian,All Grades,5,50.0,3,30.0,2,20.0,3,30.0,2,20.0,10,100.0
2016-2017,1928,Oregon City SD 62,115,Gardiner Middle School,Mathematics,Black/African American,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1928,Oregon City SD 62,115,Gardiner Middle School,Mathematics,Econo. Disadvantaged,All Grades,62,30.7,26,12.9,36,17.8,57,28.2,83,41.1,202,99.0
2016-2017,1928,Oregon City SD 62,115,Gardiner Middle School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,115,Gardiner Middle School,Mathematics,Female,All Grades,156,40.0,77,19.7,79,20.3,130,33.3,104,26.7,391,99.0
2016-2017,1928,Oregon City SD 62,115,Gardiner Middle School,Mathematics,Hispanic/Latino,All Grades,35,27.6,11,8.7,24,18.9,38,29.9,54,42.5,128,100.0
2016-2017,1928,Oregon City SD 62,115,Gardiner Middle School,Mathematics,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1928,Oregon City SD 62,115,Gardiner Middle School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1928,Oregon City SD 62,115,Gardiner Middle School,Mathematics,English Learners,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,1928,Oregon City SD 62,115,Gardiner Middle School,Mathematics,Male,All Grades,146,41.8,71,20.3,75,21.5,101,28.9,102,29.2,350,99.2
2016-2017,1928,Oregon City SD 62,115,Gardiner Middle School,Mathematics,Migrant Education,All Grades,3,23.1,2,15.4,1,7.7,4,30.8,6,46.2,13,100.0
2016-2017,1928,Oregon City SD 62,115,Gardiner Middle School,Mathematics,Multi-Racial,All Grades,25,51.0,11,22.4,14,28.6,12,24.5,12,24.5,50,98.0
2016-2017,1928,Oregon City SD 62,115,Gardiner Middle School,Mathematics,Pacific Islander,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1928,Oregon City SD 62,115,Gardiner Middle School,Mathematics,SWD with Accommodations,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
