school,city,county,district,esd,governance,ods.participation,ods.grades,ods.camp,ods.days,ods.nights,ods.academic.component,ods.total.students,curriculum.outside.provider,curriculum.school.district.staff,curriculum.volunteers,staffing.provider.staff,staffing.hs.mentors,staffing.parents.volunteers,staffing.community.experts,staffing.other,ela.numeric,math.numeric,science.numeric,frl,pct.white,lon,lat,ods.camp_1,ods.camp_2,ods.camp_3,ods.camp_4,ods.camp_5
St Agatha Catholic School,Portland,Multnomah,Private,Private,Private,Yes,6,Camp Angelos,6,5,"Yes, and it CONNECTS TO STATE STANDARDS",20,Yes,Yes,No,Yes,No,No,No,No,,,,,,-122.6505238,45.4660333,Camp Angelos,,,,
St Andrew Nativity School,Portland,Multnomah,Private,Private,Private,Yes,6,Camp Namanu,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",29,Yes,No,No,Yes,No,No,No,No,,,,,,-122.6568526,45.5584271,Camp Namanu,,,,
St Cecilia School,Beaverton,Washington,Private,Private,Private,Yes,"6, 8","Coastal Discovery Center at Camp Gray,Hancock Field Station",3,2,"Yes, and it CONNECTS TO STATE STANDARDS",51,Yes,No,No,Yes,No,Yes,No,No,,,,,,-122.802107,45.483018,Coastal Discovery Center at Camp Gray,Hancock Field Station,,,
St Clare School,Portland,Multnomah,Private,Private,Private,Yes,6,Camp Howard,6,5,"Yes, and it CONNECTS TO STATE STANDARDS",26,,,,Yes,No,No,No,No,,,,,,-122.6961627,45.4629792,Camp Howard,,,,
St Francis Of Assisi School,Banks,Washington,Private,Private,Private,Yes,"",Camp Magruder,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",12,,,,,,,,,,,,,,-123.0801,45.5953302,Camp Magruder,,,,
St Francis School,Sherwood,Washington,Private,Private,Private,Yes,5,Coastal Discovery Center at Camp Gray,5,4,"Yes, and it CONNECTS TO STATE STANDARDS",15,Yes,No,No,Yes,No,Yes,No,No,,,,,,-122.838908,45.3613231,Coastal Discovery Center at Camp Gray,,,,
St Helens Arthur Academy,St Helens,Columbia,St Helens SD 502,Northwest Regional ESD,Public,Yes,6,Camp Howard,6,5,"Yes, and it CONNECTS TO STATE STANDARDS",28,Yes,No,No,Yes,No,No,No,No,0.753,0.607,0.9,0.2419,0.919,-122.8867512,45.8669226,Camp Howard,,,,
St Ignatius School,Portland,Multnomah,Private,Private,Private,Yes,6,Camp Angelos,6,5,"Yes, and it CONNECTS TO STATE STANDARDS",23,Yes,No,No,Yes,No,No,No,No,,,,,,-122.6181113,45.4986935,Camp Angelos,,,,
St James Catholic Schools,Mcminnville,Yamhill,Private,Private,Private,Yes,5,Trickle Creek,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",11,,,,,,,,,,,,,,-123.1859204,45.2091834,Trickle Creek,,,,
St John Fisher,Portland,Multnomah,Private,Private,Private,Yes,6,Camp Arrah Wanna,6,5,"Yes, and it CONNECTS TO STATE STANDARDS",22,,,,Yes,No,No,No,No,,,,,,-122.7249289,45.4740852,Camp Arrah Wanna,,,,
St John The Apostle Catholic School,Oregon City,Clackamas,Private,Private,Private,Yes,6,Camp Westwind,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",18,,,,,,,,,,,,,,-122.6071044,45.354888,Camp Westwind,,,,
St John The Baptist Catholic School,Milwaukie,Clackamas,Private,Private,Private,Yes,6,Coastal Discovery Center at Camp Gray,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",18,Yes,Yes,No,Yes,No,Yes,No,No,,,,,,-122.6361593,45.4434308,Coastal Discovery Center at Camp Gray,,,,
St Joseph School,Salem,Marion,Private,Private,Private,Yes,6,Camp Magruder,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",18,,,,,,,,,,,,,,-123.0313468,44.9415405,Camp Magruder,,,,
St Lukes School,Woodburn,Marion,Private,Private,Private,Yes,6,Camp Westwind,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",13,Yes,No,No,No,No,No,No,No,,,,,,-122.8573076,45.1464412,Camp Westwind,,,,
St Mary Catholic School,Stayton,Marion,Private,Private,Private,Yes,"3, 4, 5",Hancock Field Station,5,4,"Yes, and it CONNECTS TO STATE STANDARDS",23,Yes,No,No,,,,,,,,,,,-122.7867293,44.8026882,Hancock Field Station,,,,
St Marys Academy,The Dalles,Wasco,Private,Private,Private,Yes,"6, 7, 8",Hancock Field Station,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",37,Yes,No,No,Yes,No,Yes,No,No,,,,,,-121.2023424,45.6023807,Hancock Field Station,,,,
St Marys School,Medford,Jackson,Private,Private,Private,Yes,7,Hancock Field Station,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",46,Yes,No,No,,,,,,,,,,,-122.8376657,42.3144118,Hancock Field Station,,,,
St Matthew Catholic School,Hillsboro,Washington,Private,Private,Private,Yes,6,Camp Westwind,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",25,Yes,No,No,Yes,No,No,No,No,,,,,,-122.9874006,45.5179443,Camp Westwind,,,,
St Paul Elementary School,St Paul,Marion,St Paul SD 45,Willamette ESD,Public,Yes,6,Camp Howard,6,5,"Yes, and it CONNECTS TO STATE STANDARDS",17,Yes,No,No,Yes,No,No,No,No,0.547,0.5,0.5,0.5179,0.5,-122.976793,45.214933,Camp Howard,,,,
St Paul Parish School,Eugene,Lane,Private,Private,Private,Yes,"1, 2, 3, 4, 5, 6, 7, 8",Grove Christian Camp,5,4,,50,,,,,,,,,,,,,,-123.05872,44.0755,Grove Christian Camp,,,,
St Paul Parochial School,Saint Paul,Marion,Private,Private,Private,Yes,"5, 6",Hancock Field Station,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",19,,,,No,No,Yes,No,No,,,,,,-122.9767662,45.2112295,Hancock Field Station,,,,
St Stephens Academy,Beaverton,Washington,Private,Private,Private,Yes,"7, 8",Coastal Discovery Center at Camp Gray,3,2,"Yes, but it DOES NOT CONNECT TO STATE STANDARDS",29,Yes,Yes,No,No,No,Yes,No,No,,,,,,-122.8044054,45.4671686,Coastal Discovery Center at Camp Gray,,,,
St Therese School,Portland,Multnomah,Private,Private,Private,Yes,6,Camp Arrah Wanna,6,5,"Yes, and it CONNECTS TO STATE STANDARDS",24,Yes,No,No,Yes,No,No,No,No,,,,,,-122.5270772,45.5316708,Camp Arrah Wanna,,,,
St Thomas Academy,Redmond,Deschutes,Private,Private,Private,No,"",,,,,,,,,,,,,,,,,,,-121.1880417,44.2916867,,,,,
St Thomas More School,Portland,Multnomah,Private,Private,Private,Yes,6,Camp Angelos,6,5,"Yes, and it CONNECTS TO STATE STANDARDS",27,,,,Yes,No,No,No,No,,,,,,-122.7136492,45.5019694,Camp Angelos,,,,
Stanfield Elementary School,Stanfield,Umatilla,Stanfield SD 61,InterMountain ESD,Public,Yes,5,Kiwanis Camp,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",40,Yes,Yes,No,No,Yes,Yes,Yes,No,0.385,0.32,0.52,0.7768999999999999,0.475,-119.2220682,45.7902893,Kiwanis Camp,,,,
Stayton Middle School,Stayton,Marion,North Santiam SD 29J,Willamette ESD,Public,Yes,6,Camp Tadmor,5,4,"Yes, and it CONNECTS TO STATE STANDARDS",90,Yes,Yes,No,Yes,Yes,Yes,No,No,0.48700000000000004,0.312,0.628,0.6445000000000001,0.685,-122.805026,44.810461,Camp Tadmor,,,,
Stearns Elementary School,Klamath Falls,Klamath,Klamath County SD,Southern Oregon ESD,Public,Yes,6,Coastal Discovery Center at Camp Gray,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",39,Yes,No,No,No,No,Yes,No,No,0.366,0.366,0.7,0.8154,0.557,-121.7418873,42.1932555,Coastal Discovery Center at Camp Gray,,,,
Stella Mayfield Elementary School,Elgin,Union,Elgin SD 23,InterMountain ESD,Public,Yes,6,Blue Mountain 4-H Center,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",30,Yes,Yes,No,No,Yes,Yes,Yes,No,0.461,0.353,0.772,0.7855,0.905,-117.9210654,45.5649787,Blue Mountain 4-H Center,,,,
Stephens Middle School,Salem,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.527,0.35100000000000003,0.499,0.8323,0.28,-122.9601921,44.9900577,,,,,
Stoller Middle School,Portland,Washington,Beaverton SD 48J,Northwest Regional ESD,Public,No,"",,,,,,,,,,,,,,0.826,0.7929999999999999,,0.1104,0.40399999999999997,-122.8225582,45.5571347,,,,,
Straub Middle School,Salem,Polk,Salem-Keizer SD 24J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.682,0.555,0.778,0.34619999999999995,0.746,-123.0759655,44.9621442,,,,,
Sublimity Elementary School,Sublimity,Marion,North Santiam SD 29J,Willamette ESD,Public,Yes,5,Coastal Discovery Center at Camp Gray,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",31,Yes,No,No,Yes,No,Yes,No,No,0.6779999999999999,0.575,0.938,0.1928,0.861,-122.786664,44.830792,Coastal Discovery Center at Camp Gray,,,,
Sue Buel Elementary School,McMinnville,Yamhill,McMinnville SD 40,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.43799999999999994,0.354,0.789,0.8098000000000001,0.455,-123.1968283,45.1942377,,,,,
Summit Learning Charter School,Eagle Creek,Clackamas,Estacada SD 108,Clackamas ESD,Public,No,"",,,,,,,,,,,,,,0.591,0.31,0.606,,0.821,-122.352599,45.36218,,,,,
Sumpter Elementary School,Salem,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,Yes,5,Camp Cascade Conference and Retreat Center,3,2,,87,,,,,,,,,0.569,0.507,0.779,0.2943,0.8029999999999999,-123.0473159,44.8779045,Camp Cascade Conference and Retreat Center,,,,
Sunnyside Environmental School,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,6,"Camp Howard,Camp Namanu",6,5,"Yes, and it CONNECTS TO STATE STANDARDS",85,,,,Yes,No,No,No,No,0.6809999999999999,0.535,0.687,0.2724,0.772,-122.629098,45.5144603,Camp Howard,Camp Namanu,,,
Sunnyslope Elementary School,Roseburg,Douglas,Douglas County SD 4,Douglas ESD,Public,No,"",,,,,,,,,,,,,,0.36200000000000004,0.27,0.628,0.8259000000000001,0.804,-123.388432,43.154823,,,,,
Sunridge Middle School,Pendleton,Umatilla,Pendleton SD 16,InterMountain ESD,Public,Yes,6,Kiwanis Camp,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",250,Yes,Yes,No,No,Yes,Yes,Yes,No,0.46399999999999997,0.38799999999999996,0.655,0.4727,0.64,-118.7868232,45.6506743,Kiwanis Camp,,,,
Sunrise Elementary School,Albany,Linn,Greater Albany Public SD 8J,Linn Benton Lincoln ESD,Public,Yes,5,Camp Koinonia,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",75,Yes,Yes,No,No,Yes,Yes,Yes,No,0.225,0.17,0.45799999999999996,0.8261,0.556,-123.0938736,44.6224114,Camp Koinonia,,,,
Sunset Elementary School,Hermiston,Umatilla,Hermiston SD 8,InterMountain ESD,Public,Yes,5,Camp Meadowood Springs,3,2,,150,,,,,,,,,0.433,0.318,0.418,0.8105,0.292,-119.28663,45.844604,Camp Meadowood Springs,,,,
Sunset School,Coos Bay,Coos,Coos Bay SD 9,South Coast ESD,Public,No,"",,,,,,,,,,,,,,0.33299999999999996,0.267,0.67,0.8065000000000001,0.7040000000000001,-124.2735105,43.3895866,,,,,
Sunstone Montessori School,Portland,Multnomah,Private,Private,Private,Yes,"4, 5, 6",Coastal Discovery Center at Camp Gray,7,6,"Yes, and it CONNECTS TO STATE STANDARDS",30,Yes,No,No,Yes,No,Yes,No,No,,,,,,-122.6755577,45.4783424,Coastal Discovery Center at Camp Gray,,,,
Suntex Elementary School,Riley,Harney,Suntex SD 10,Harney ESD,Public,No,"",,,,,,,,,,,,,,0.5710000000000001,0.5710000000000001,,,1,-119.648025,43.6587387,,,,,
Sweet Home Charter School,Sweet Home,Linn,Sweet Home SD 55,Linn Benton Lincoln ESD,Public,Yes,6,Camp Tadmor,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",13,Yes,No,No,,,,,,0.5,0.456,0.813,0.4366,0.831,-122.7879081,44.431747,Camp Tadmor,,,,
Swegle Elementary School,Salem,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,Yes,"",Canyonview Camp,,,,,,,,,,,,,0.266,0.233,0.447,0.8626,0.256,-122.9741431,44.9505183,Canyonview Camp,,,,
Table Rock Elementary School,White City,Jackson,Eagle Point SD 9,Southern Oregon ESD,Public,No,"",,,,,,,,,,,,,,0.272,0.209,0.532,0.7442,0.452,-122.8397162,42.4309439,,,,,
Taft Elementary School,Lincoln City,Lincoln,Lincoln County SD,Linn Benton Lincoln ESD,Public,Yes,6,Coastal Discovery Center at Camp Gray,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",119,Yes,No,No,Yes,No,Yes,No,No,0.359,0.264,0.667,0.7476,0.65,-124.0172441,44.9353765,Coastal Discovery Center at Camp Gray,,,,
Talent Elementary School,Talent,Jackson,Phoenix-Talent SD 4,Southern Oregon ESD,Public,Yes,"1, 2, 3",Siskiyou Field Institute,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",71,Yes,No,No,Yes,No,No,No,No,0.44,0.242,0.593,0.6074,0.653,-122.7898662,42.2413382,Siskiyou Field Institute,,,,
Talent Middle School,Talent,Jackson,Phoenix-Talent SD 4,Southern Oregon ESD,Public,No,"",,,,,,,,,,,,,,0.36200000000000004,0.205,0.531,0.6315999999999999,0.51,-122.7940684,42.2397784,,,,,
Talmadge Middle School,Independence,Polk,Central SD 13J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.42100000000000004,0.287,0.532,0.5834,0.512,-123.2117067,44.8526091,,,,,
Tangent Elementary School,Tangent,Linn,Greater Albany Public SD 8J,Linn Benton Lincoln ESD,Public,No,"",,,,,,,,,,,,,,0.305,0.171,0.4,0.6729999999999999,0.7859999999999999,-123.105218,44.5378785,,,,,
Terrebonne Community School,Terrebonne,Deschutes,Redmond SD 2J,High Desert ESD,Public,Yes,5,Camp Tamarack,3,2,"Yes, but it DOES NOT CONNECT TO STATE STANDARDS",55,Yes,No,No,No,Yes,No,No,No,0.436,0.446,0.633,0.515,0.87,-121.1813973,44.3517331,Camp Tamarack,,,,
Territorial Elementary School,Junction City,Lane,Junction City SD 69,Lane ESD,Public,Yes,"",Camp Lutherwood Oregon,,,,,,,,,,,,,0.684,0.6,0.583,,0.8290000000000001,-123.312339,44.173447,Camp Lutherwood Oregon,,,,
The Community Roots School,Silverton,Marion,Silver Falls SD 4J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.644,0.267,0.5,0.3529,0.853,-122.789057,45.013809,,,,,
The Dalles Middle School,The Dalles,Wasco,North Wasco County SD 21,Columbia Gorge ESD,Public,No,"",,,,,,,,,,,,,,0.379,0.23800000000000002,0.632,0.7271,0.542,-121.1759635,45.5922552,,,,,
The International School,Portland,Multnomah,Private,Private,Private,No,"",,,,,,,,,,,,,,,,,,,-122.6769293,45.5066432,,,,,
The Ivy Montessori Public Charter Elementary School,Portland,Multnomah,Oregon Department of Education,Oregon Department of Education,Public,No,"",,,,,,,,,,,,,,0.557,0.287,0.754,0.1642,0.772,-122.6199223,45.5552096,,,,,
The Madeleine Elementary School,Portland,Multnomah,Private,Private,Private,Yes,6,Camp Arrah Wanna,6,5,"Yes, and it CONNECTS TO STATE STANDARDS",30,Yes,Yes,No,Yes,No,No,No,No,,,,,,-122.6418328,45.5461629,Camp Arrah Wanna,,,,
The Portland Montessori School,Portland,Multnomah,Private,Private,Private,No,"",,,,,,,,,,,,,,,,,,,-122.6123583,45.5240514,,,,,
The Triad School,Klamath Falls,Klamath,Private,Private,Private,Yes,"K, 1, 2, 3, 4, 5",Mountain Lakes Bible Camp,4,3,,72,,,,,,,,,,,,,,-121.7396424,42.2050953,Mountain Lakes Bible Camp,,,,
The Valley School of Southern Oregon,Medford,Jackson,Medford SD 549C,Southern Oregon ESD,Public,Yes,"6, 7, 8",Siskiyou Field Institute,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",100,,,,No,No,Yes,No,No,0.7959999999999999,0.7040000000000001,0.8640000000000001,,0.88,-122.8767222,42.3390799,Siskiyou Field Institute,,,,
Theodore Roosevelt Middle School,Eugene,Lane,Eugene SD 4J,Lane ESD,Public,No,"",,,,,,,,,,,,,,0.711,0.608,0.722,0.26539999999999997,0.6809999999999999,-123.08434,44.0334517,,,,,
Three Rivers Charter School,West Linn,Clackamas,West Linn-Wilsonville SD 3J,Clackamas ESD,Public,Yes,"6, 7, 8",Camp Westwind,5,4,"Yes, and it CONNECTS TO STATE STANDARDS",66,Yes,Yes,No,No,Yes,No,No,No,0.873,0.7909999999999999,0.95,,0.718,-122.6120467,45.3606693,Camp Westwind,,,,
Three Rivers Elementary School,Sunriver,Deschutes,Bend-La Pine Admin SD 1,High Desert ESD,Public,Yes,5,Camp Tamarack,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",42,Yes,No,No,Yes,No,No,No,No,0.584,0.434,0.7040000000000001,0.5108,0.873,-121.4337143,43.8679088,Camp Tamarack,,,,
Thurston Middle School,Springfield,Lane,Springfield SD 19,Lane ESD,Public,Yes,6,Grove Christian Camp,3,2,"Yes, but it DOES NOT CONNECT TO STATE STANDARDS",240,Yes,Yes,No,No,Yes,Yes,No,No,0.5379999999999999,0.436,0.6759999999999999,0.43829999999999997,0.8079999999999999,-122.9166545,44.0547015,Grove Christian Camp,,,,
Timber Ridge School,Albany,Linn,Greater Albany Public SD 8J,Linn Benton Lincoln ESD,Public,No,"",,,,,,,,,,,,,,0.47600000000000003,0.46299999999999997,0.695,0.3868,0.8109999999999999,-123.0399548,44.6470557,,,,,
Tobias Elementary School,Aloha,Washington,Hillsboro SD 1J,Northwest Regional ESD,Public,Yes,6,Camp Magruder,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",69,,,,,,,,,0.588,0.5579999999999999,0.703,0.36469999999999997,0.47700000000000004,-122.8913363,45.512012,Camp Magruder,,,,
Toledo Elementary School,Toledo,Lincoln,Lincoln County SD,Linn Benton Lincoln ESD,Public,Yes,6,Drift Creek Camp,4,3,,,Yes,Yes,No,,,,,,0.376,0.294,0.377,0.6959000000000001,0.705,-123.920217,44.6177777,Drift Creek Camp,,,,
Tom McCall Elementary School,Redmond,Deschutes,Redmond SD 2J,High Desert ESD,Public,Yes,5,Camp Tamarack,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",130,Yes,No,No,Yes,Yes,No,No,No,0.474,0.419,0.6,0.512,0.82,-121.180982,44.3038,Camp Tamarack,,,,
Tom McCall Upper Elementary School,Forest Grove,Washington,Forest Grove SD 15,Northwest Regional ESD,Public,No,"",,,,,,,,,,,,,,0.43700000000000006,0.368,0.37200000000000005,0.5751,0.418,-123.1231042,45.5207113,,,,,
Touchstone School,Lake Oswego,Clackamas,Private,Private,Private,Yes,"",Trickle Creek,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",16,,,,,,,,,,,,,,-122.7142379,45.4276937,Trickle Creek,,,,
Triangle Lake Charter School,Blachly,Lane,Blachly SD 90,Lane ESD,Public,No,"",,,,,,,,,,,,,,0.4,0.366,0.679,0.6096,0.841,-123.5453449,44.1943891,,,,,
Trillium School,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,6,Camp Angelos,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",23,Yes,No,No,Yes,No,No,No,No,0.37,0.16399999999999998,0.583,,0.741,-122.6816105,45.5621873,Camp Angelos,,,,
Trinity Lutheran School,Bend,Multnomah,Private,Private,Private,Yes,"6, 7, 8",Washington Family Ranch,3,2,No,69,Yes,Yes,No,No,No,Yes,No,No,,,,,,-122.6064121,45.561965,Washington Family Ranch,,,,
Trinity Lutheran School,Portland,Deschutes,Private,Private,Private,Yes,6,Camp Howard,6,5,"Yes, and it CONNECTS TO STATE STANDARDS",11,Yes,No,No,Yes,No,No,No,No,,,,,,-121.2661813,44.0852756,Camp Howard,,,,
Trost Elementary School,Canby,Clackamas,Canby SD 86,Clackamas ESD,Public,Yes,"",Camp Magruder,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",55,,,,,,,,,0.28,0.155,0.509,0.6681999999999999,0.289,-122.6747141,45.2566154,Camp Magruder,,,,
Tumalo Community School,Bend,Deschutes,Redmond SD 2J,High Desert ESD,Public,Yes,5,Camp Tamarack,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",60,Yes,No,No,Yes,No,No,No,No,0.682,0.599,0.742,0.41619999999999996,0.887,-121.3325765,44.1512089,Camp Tamarack,,,,
Twality Middle School,Tigard,Washington,Tigard-Tualatin SD 23J,Northwest Regional ESD,Public,Yes,6,Trickle Creek,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",330,Yes,No,No,Yes,Yes,No,No,No,0.685,0.505,0.706,0.2953,0.5720000000000001,-122.7741331,45.4141637,Trickle Creek,,,,
Twin Oaks Elementary School,Eugene,Lane,Eugene SD 4J,Lane ESD,Public,No,"",,,,,,,,,,,,,,0.5710000000000001,0.361,0.675,0.4118,0.727,-123.1752515,43.9937013,,,,,
Two Rivers Dos Rios Elementary School,Springfield,Lane,Springfield SD 19,Lane ESD,Public,Yes,5,Kiwanis Sky Camp,,,,,,,,,,,,,0.304,0.243,0.4,0.8441,0.642,-123.0104595,44.0529028,Kiwanis Sky Camp,,,,
Ukiah School,Ukiah,Umatilla,Ukiah SD 80R,InterMountain ESD,Public,No,"",,,,,,,,,,,,,,0.5,0.25,,,0.72,-118.9329442,45.1360238,,,,,
Umpqua Valley Christian School,Roseburg,Douglas,Private,Private,Private,No,"",,,,,,,,,,,,,,,,,,,-123.380589,43.142094,,,,,
Union Elementary School,Lakeview,Lake,Lake County SD 7,Lake ESD,Public,No,"",,,,,,,,,,,,,,0.5,0.5379999999999999,0.7140000000000001,,0.851,-120.4888324,42.1133292,,,,,
Union Elementary School,Union,Union,Union SD 5,InterMountain ESD,Public,Yes,"3, 4, 5, 6",,1,0,,100,No,Yes,No,,,,,,0.43700000000000006,0.425,0.619,0.6118,0.941,-117.8662961,45.206800200000004,,,,,
Vale Elementary School,Vale,Malheur,Vale SD 84,Malheur ESD Region 14,Public,No,"",,,,,,,,,,,,,,0.469,0.305,0.789,0.6368,0.7290000000000001,-117.2422073,43.9785703,,,,,
Valley Inquiry Charter School,Salem,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,Yes,5,Jawbone Flats,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",26,,,,Yes,No,No,No,No,0.5,0.46299999999999997,0.778,0.4744,0.718,-122.9423641,45.0068753,Jawbone Flats,,,,
Valor Middle School,Woodburn,Marion,Woodburn SD 103,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.294,0.18100000000000002,0.38299999999999995,0.8116,0.198,-122.871413,45.133731,,,,,
Veneta Elementary School,Veneta,Lane,Fern Ridge SD 28J,Lane ESD,Public,Yes,5,Kiwanis Sky Camp,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",50,No,Yes,No,No,Yes,No,No,No,0.456,0.41700000000000004,0.574,0.4559,0.8440000000000001,-123.349389,44.049703,Kiwanis Sky Camp,,,,
Vern Patrick Elementary School,Redmond,Deschutes,Redmond SD 2J,High Desert ESD,Public,Yes,5,Camp Tamarack,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",68,Yes,Yes,No,Yes,Yes,No,No,No,0.486,0.46299999999999997,0.645,0.7681,0.6729999999999999,-121.202964,44.263059,Camp Tamarack,,,,
Vernon K-8 School,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,6,"Camp Angelos,Camp Howard",6,5,"Yes, and it CONNECTS TO STATE STANDARDS",43,,,,Yes,No,No,No,No,0.46799999999999997,0.361,0.413,0.43189999999999995,0.504,-122.6438361,45.5623043,Camp Angelos,Camp Howard,,,
Vernonia Middle School,Vernonia,Columbia,Vernonia SD 47J,Northwest Regional ESD,Public,Yes,6,Cedar Ridge,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",40,Yes,Yes,No,No,Yes,Yes,Yes,No,0.39799999999999996,0.25,0.8059999999999999,0.5385,0.88,-123.1788483,45.8602675,Cedar Ridge,,,,
Vestal Elementary School,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,6,Camp Howard,6,5,"Yes, and it CONNECTS TO STATE STANDARDS",22,Yes,No,No,Yes,No,No,No,No,0.40399999999999997,0.294,0.5670000000000001,0.7349,0.441,-122.5796921,45.5246104,Camp Howard,,,,
Victor Point Elementary School,Silverton,Marion,Silver Falls SD 4J,Willamette ESD,Public,Yes,"",Camp Westwind,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",30,,,,,,,,,0.857,0.8270000000000001,0.95,0.20550000000000002,0.904,-122.756297,44.915691,Camp Westwind,,,,
Village School,Eugene,Lane,Eugene SD 4J,Lane ESD,Public,Yes,5,Jawbone Flats,2,1,"Yes, and it CONNECTS TO STATE STANDARDS",26,,,,Yes,No,No,No,No,0.5539999999999999,0.578,0.851,0.507,0.8540000000000001,-123.0962634,44.0271686,Jawbone Flats,,,,
Vineyard Christian School,Grants Pass,Josephine,Private,Private,Private,No,"",,,,,,,,,,,,,,,,,,,-123.383008,42.5434211,,,,,
Visitation Catholic School,Forest Grove,Washington,Private,Private,Private,Yes,"",Camp Magruder,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",18,,,,,,,,,,,,,,-123.0853197,45.5504563,Camp Magruder,,,,
W L Henry Elementary School,Hillsboro,Washington,Hillsboro SD 1J,Northwest Regional ESD,Public,Yes,6,Cedar Ridge,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",42,Yes,Yes,No,No,No,No,No,No,0.271,0.217,0.22699999999999998,0.8249,0.128,-122.9567401,45.5122432,Cedar Ridge,,,,
W Verne McKinney Elementary School,Hillsboro,Washington,Hillsboro SD 1J,Northwest Regional ESD,Public,Yes,6,Trickle Creek,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",63,,,,,,,,,0.513,0.39799999999999996,0.71,0.7879,0.368,-122.9951028,45.531024,Trickle Creek,,,,
W W Jones Elementary School,Arock,Malheur,Arock SD 81,Malheur ESD Region 14,Public,No,"",,,,,,,,,,,,,,,,,,0.9329999999999999,-117.525973,42.912837,,,,,
Waldo Middle School,Salem,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.379,0.20199999999999999,0.413,0.8703,0.29100000000000004,-122.9988939,44.9618402,,,,,
Walker Middle School,Salem,Polk,Salem-Keizer SD 24J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.6779999999999999,0.595,0.7290000000000001,0.4728,0.619,-123.0602897,44.9467329,,,,,
Wallowa Elementary School,Wallowa,Wallowa,Wallowa SD 12,Region 18 ESD,Public,No,"",,,,,,,,,,,,,,0.508,0.462,0.882,0.6082,0.887,-117.5319746,45.5702113,,,,,
Walt Morey Middle School,Troutdale,Multnomah,Reynolds SD 7,Multnomah ESD,Public,Yes,6,"Camp Angelos,Camp Namanu",6,5,"Yes, and it CONNECTS TO STATE STANDARDS",182,,,,Yes,No,No,No,No,0.47100000000000003,0.308,0.526,0.5649000000000001,0.545,-122.4075617,45.5227563,Camp Angelos,Camp Namanu,,,
Walter L Kraxberger Middle School,Gladstone,Clackamas,Gladstone SD 115,Clackamas ESD,Public,Yes,6,Twin Rocks Friends Conference,5,4,,180,Yes,Yes,No,,,,,,0.45399999999999996,0.221,0.38799999999999996,0.4391,0.721,-122.5855298,45.3943126,Twin Rocks Friends Conference,,,,
