School Name – City,School Name,District,ESD,Sister school,Street Address,City,State,Zip,County,Phone,Lowest grade,Highest grade,Grade level,Governance,Type of school,State ID,Contact person role,Contact person name,Email,ODS notes,"If your school is not listed above, please enter its name below.",Did your school participate in Outdoor School in the 2016-2017 school year?,How many students from your school participated in Outdoor School in the 2016-2017 school year?,Which grades participated in Outdoor School in the 2016-2017 school year?,Which camp or camps did students at your school attend for Outdoor School in the 2016-2017 school year?,How many DAYS does your Outdoor School program last?,How many NIGHTS does your Outdoor School program last?,Which provider(s) do you contract with to plan your Outdoor School experience?,Does your Outdoor School program have an academic component?,Who develops the curriculum that you use for Outdoor School?,"In addition to classroom teachers, who do you use to staff your Outdoor School program?",To what degree are you able to make accommodations to ensure that the Outdoor School program is accessible for all students?,How many years has your school sent students to Outdoor School?,Has your school sent students to Outdoor School prior to the 2016-2017 school year?,When was the last time that students participated in Outdoor School?,Which camp or camps did students attend the last time your school participated in Outdoor School?,Why did your school stop sending students to Outdoor School?,Is your school interested in starting an Outdoor School program in the future?,When do you think your might be ready to start an Outdoor School program?,"How familiar, if at all, are you with Measure 99, which passed in November 2016 and dedicates funding to schools to send students to Outdoor School?","How familiar, if at all, are you with the role that Oregon State Extension plays in funding Outdoor School programs?",Do you have any other comments about Outdoor School?,Notes,2015-16 Total Enrollment,2016-17 Total Enrollment,2016-17  Male,"2016-17 
% Male",2016-17 Female,"2016-17
% Female",2016-17 American Indian/ Alaska Native,"2016-17
% American Indian/ Alaska Native ",2016-17 Asian,"2016-17
% Asian ",2016-17 Native Hawaiian/ Pacific Islander,"2016-17 
% Native Hawaiian/ Pacific Islander ",2016-17 Black/African American,"2016-17
% Black/ African American ",2016-17 Hispanic/ Latino,"2016-17
% Hispanic/ Latino",2016-17 White,"2016-17 
% White ",2016-17 Multiracial,"2016-17
% Multiracial ",2016-17 Kindergarten,2016-17 Grade One,2016-17 Grade Two,2016-17 Grade Three,2016-17 Grade Four,2016-17 Grade Five,2016-17 Grade Six,2016-17 Grade Seven,2016-17 Grade Eight,2016-17 Grade Nine,2016-17 Grade Ten,2016-17 Grade Eleven,2016-17 Grade Twelve,Done,Sister school (opposite direction),lon,lat,MS,Good interview candidate
Pacific Christian School – Tillamook,Pacific Christian School,,,,2203 4Th St,Tillamook,OR,97141,Tillamook,503-842-4727,K,8,Other,Private,Regular School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,-123.841629,45.455266,,
Pacific Crest Middle School – Bend,Pacific Crest Middle School,Bend-La Pine Admin SD 1,High Desert ESD,"High Lakes Elementary School – Bend, Highland School at Kenwood Elementary School – Bend, William E Miller Elementary School – Bend",3030 NW Elwood Lane,Bend,OR,97701,Deschutes,541-355-7800,6,8,Middle,Public,Regular School,5292,Principal,Chris Boyd,chris.boyd@bend.k12.or.us,Ashley Davis planned it for them,,No,,,,,,,,,,,,Yes,2015-2016 school year,,,VERY interested,2017/2018 school year,SOMEWHAT FAMILIAR with Measure 99,NOT AT ALL FAMILIAR with the role OSU Extension plays,"I would love to see Outdoor School become a 6th grade event. Middle school is a tough transition for many students and there are numerous elementary schools that blend into one middle school. Outdoor School would be an ideal setting for a 6th grade class to unify and bond. 

In addition, it was a very positive experience for our 8th grade students to train as Jr. Student Leaders. This is a program that I would like to continue and expand upon.",,643,693,360,51.9%,333,48.1%,3,0.4%,7,1%,3,0.4%,7,1%,25,3.6%,631,91.1%,17,2.5%,,,,,,,206,256,231,,,,,false,"High Lakes Elementary School – Bend, Highland School at Kenwood Elementary School – Bend, William E Miller Elementary School – Bend",-121.3674246,44.0548937,,x
Paisley School – Paisley,Paisley School,Paisley SD 11,Lake ESD,,260 Green St,Paisley,OR,97636,Lake,541-943-3111,K,12,Other,Public,Regular School,3360,Principal,William Wurtz,b.wurtz@paisleyschooldistrict.com,,,Yes,12,"4th grade, 5th grade, 6th grade","none, we plan our own",4,2,None,"Yes, and it CONNECTS TO STATE STANDARDS","School staff develop the curriculum, former teacher who now works for the watershed","State agency or community resource experts (e.g. watershed council personnel or Fish & Wildlife staff), Parent volunteers",We are ABLE TO MAKE SOME accommodations so our program is accessible for all students,,,,,,,,NOT AT ALL FAMILIAR with Measure 99,NOT AT ALL FAMILIAR with the role OSU Extension plays,,,221,221,126,57%,95,43%,,0%,5,2.3%,2,0.9%,1,0.5%,22,10%,184,83.3%,7,3.2%,18,20,16,24,18,29,25,21,17,3,7,11,12,false,,-120.5433171,42.693698,,
Palace Of Praise Academy – Aloha,Palace Of Praise Academy,,,,PO Box 5280,Aloha,OR,97006,Washington,503-642-2347,K,2,Elementary,Private,Regular School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,-122.8670454,45.4942838,,
Parkdale Elementary School – Parkdale,Parkdale Elementary School,Hood River County SD,Columbia Gorge ESD,WyEast Middle School – Hood River,4880 Van Nuys Dr,Parkdale,OR,97041,Hood River,541-352-6255,K,5,Elementary,Public,Regular School,364,Principal,Gus Hedberg,Gus.hedberg@hoodriver.k12.or.us,,,Sister school did,,,,,,,,,,,,,,,,,,,,,,231,207,105,50.7%,102,49.3%,7,3.4%,3,1.4%,,0%,2,1%,108,52.2%,85,41.1%,2,1%,37,34,30,33,37,36,,,,,,,,false,WyEast Middle School – Hood River,-121.593565,45.522409,WyEast Middle School,
Parklane Elementary School – Portland,Parklane Elementary School,Centennial SD 28J,Multnomah ESD,,15811 SE Main St,Portland,OR,97233,Multnomah,503-762-3205,K,6,Elementary,Public,Regular School,963,Principal,Jorge Meza,jorge_meza@csd28j.org,,,Yes,58,5th grade,Mazama Mountain Science School,3,2,Mazamas,"Yes, and it CONNECTS TO STATE STANDARDS",Mazamas,MESD staff,,,,,,,,,,,,,387,359,168,46.8%,191,53.2%,1,0.3%,34,9.5%,15,4.2%,32,8.9%,113,31.5%,136,37.9%,28,7.8%,54,42,51,49,56,57,50,,,,,,,false,,-122.5002356,45.5144645,Centennial Middle School,
Parkrose Middle School – Portland,Parkrose Middle School,Parkrose SD 3,Multnomah ESD,"Prescott Elementary School – Portland, Russell Elementary School – Portland, Sacramento Elementary School – Portland, Shaver Elementary School – Portland",11800 NE Shaver St,Portland,OR,97220,Multnomah,503-408-2700,6,8,Middle,Public,Regular School,930,Principal,Annette Sweeney,annette_sweeney@parkrose.k12.or.us,,,Yes,217,6th grade,"Canby Grove, Camp Angelos",4,3,Multnomah County ESD,"Yes, and it CONNECTS TO STATE STANDARDS",Multnomah ESD,Program provider staff,We are ABLE TO MAKE ALL NECESSARY accommodations so our program is accessible for all students,,,,,,,,,,,,750,777,396,51%,381,49%,4,0.5%,103,13.3%,20,2.6%,121,15.6%,221,28.4%,251,32.3%,57,7.3%,,,,,,,259,260,258,,,,,false,"Prescott Elementary School – Portland, Russell Elementary School – Portland, Sacramento Elementary School – Portland, Shaver Elementary School – Portland",-122.5407935,45.5508543,,
Parkside Elementary School – Grants Pass,Parkside Elementary School,Grants Pass SD 7,Southern Oregon ESD,"North Middle School – Grants Pass, South Middle School – Grants Pass",735 SW Wagner Meadows Dr,Grants Pass,OR,97526,Josephine,541-474-5777,K,5,Elementary,Public,Regular School,1351,Principal,Rob Lewis,rlewis@grantspass.k12.or.us,,,Sister school did,,,,,,,,,,,,,,,,,,,,,,450,422,210,49.8%,212,50.2%,2,0.5%,,0%,,0%,1,0.2%,41,9.7%,347,82.2%,31,7.3%,59,75,67,74,76,71,,,,,,,,false,"North Middle School – Grants Pass, South Middle School – Grants Pass",-123.348489,42.432483,North Middle School,
Parrish Middle School – Salem,Parrish Middle School,Salem-Keizer SD 24J,Willamette ESD,"Englewood Elementary School – Salem, Grant Community School – Salem, Highland Elementary School – Salem, Hoover Elementary School – Salem",802 Capitol St NE,Salem,OR,97301,Marion,503-399-3210,6,8,Middle,Public,Regular School,767,Principal,Dustin Purnell,purnell_dustin@salkeiz.k12.or.us,,,No,,,,,,,,,,,,,,,,,,,,,,691,711,370,52%,341,48%,11,1.5%,7,1%,19,2.7%,12,1.7%,362,50.9%,276,38.8%,24,3.4%,,,,,,,237,260,214,,,,,false,"Englewood Elementary School – Salem, Grant Community School – Salem, Highland Elementary School – Salem, Hoover Elementary School – Salem",-123.0240185,44.9454937,,
Patrick Elementary School – Gold Hill,Patrick Elementary School,Central Point SD 6,Southern Oregon ESD,Hanby Middle School – Gold Hill,1500 2nd Ave,Gold Hill,OR,97525,Jackson,541-494-6840,K,5,Elementary,Public,Regular School,384,Principal,Sara Hanberg,sara.hanberg@district6.org,,,Sister school did,,,,,,,,,,,,,,,,,,,,,,273,275,138,50.2%,137,49.8%,3,1.1%,,0%,,0%,,0%,25,9.1%,231,84%,16,5.8%,45,42,53,53,47,35,,,,,,,,false,Hanby Middle School – Gold Hill,-123.062096,42.432786,Hanby Middle School,
Patton Middle School – McMinnville,Patton Middle School,McMinnville SD 40,Willamette ESD,"Grandhaven Elementary School – McMinnville, Sue Buel Elementary School – McMinnville, Wascher Elementary School – Lafayette, Memorial Elementary School – McMinnville",1175 NE 19th St,McMinnville,OR,97128,Yamhill,503-565-4500,6,8,Middle,Public,Regular School,1233,Principal,Brian Crain,BCrain@msd.k12.or.us,,,No,,,,,,,,,,,,,,,,,,,,,,759,735,377,51.3%,358,48.7%,10,1.4%,8,1.1%,4,0.5%,5,0.7%,237,32.2%,468,63.7%,3,0.4%,,,,,,,235,256,244,,,,,false,"Grandhaven Elementary School – McMinnville, Memorial Elementary School – McMinnville, Sue Buel Elementary School – McMinnville, Wascher Elementary School – Lafayette",-123.1859997,45.222738,,
Paul L Patterson Elementary School – Hillsboro,Paul L Patterson Elementary School,Hillsboro SD 1J,Northwest Regional ESD,,261 NE Lenox St,Hillsboro,OR,97124,Washington,503-844-1380,K,6,Elementary,Public,Regular School,3159,Principal,Audrea Neville,nevillea@hsd.k12.or.us,,,Yes,57,6th grade,Cedar Ridge,3,2,Northwest Regional ESD,"Yes, and it CONNECTS TO STATE STANDARDS",,,,,,,,,,,,,,,461,451,239,53%,212,47%,,0%,14,3.1%,1,0.2%,3,0.7%,79,17.5%,317,70.3%,37,8.2%,79,60,64,72,61,57,58,,,,,,,true,,-122.9930574,45.5465306,Evergreen Jr High School,
Paulina School – Paulina,Paulina School,Crook County SD,High Desert ESD,,70050 SE Paulina City Rd,Paulina,OR,97751,Crook,541-477-3182,K,8,Other,Public,Regular School,222,Principal,Cheri Rasmussen,cheri.rasmussen@crookcounty.k12.or.us,,,,,,,,,,,,,,,,,,,,,,,,,22,19,12,63.2%,7,36.8%,,0%,,0%,,0%,,0%,5,26.3%,13,68.4%,1,5.3%,3,6,,2,2,2,3,1,,,,,,false,,-119.96625,44.131147,,
Pelican Elementary School – Klamath Falls,Pelican Elementary School,Klamath Falls City Schools,Southern Oregon ESD,Ponderosa Middle School – Klamath Falls,501 McLean St,Klamath Falls,OR,97601,Klamath,541-883-4765,K,5,Elementary,Public,Regular School,462,Principal,Anthony Swan,swana@kfalls.k12.or.us,,,Yes,40,"4th grade, 5th grade",Klamath Outdoor Science School,4,3,Klamath Outdoor Science School,"Yes, and it CONNECTS TO STATE STANDARDS",We use curriculum developed by an outside provider,"Program provider staff, Parent volunteers",We are ABLE TO MAKE SOME accommodations so our program is accessible for all students,,,,,,,,SOMEWHAT FAMILIAR with Measure 99,SOMEWHAT FAMILIAR with the role OSU Extension plays,,,261,252,118,46.8%,134,53.2%,21,8.3%,1,0.4%,,0%,4,1.6%,41,16.3%,162,64.3%,23,9.1%,42,30,48,49,45,38,,,,,,,,true,Ponderosa Middle School – Klamath Falls,-121.8031497,42.2500925,Ponderosa Middle School,
Peninsula Elementary School – Portland,Peninsula Elementary School,Portland SD 1J,Multnomah ESD,Ockley Green Middle School – Portland,8125 N Emerald Ave,Portland,OR,97217,Multnomah,503-916-6275,K,5,Elementary,Public,Regular School,879,Principal,Silvia Asson,sasson@pps.net,,,Sister school did,,,,,,,,,,,,,,,,,,,,,,374,266,147,55.3%,119,44.7%,,0%,8,3%,6,2.3%,45,16.9%,64,24.1%,113,42.5%,30,11.3%,48,44,49,44,43,38,,,,,,,,false,Ockley Green Middle School – Portland,-122.7009798,45.5820903,,
Periwinkle Elementary School – Albany,Periwinkle Elementary School,Greater Albany Public SD 8J,Linn Benton Lincoln ESD,Calapooia Middle School – Albany,2196 21st Ave SE,Albany,OR,97322,Linn,541-967-4600,K,5,Elementary,Public,Regular School,636,Principal,Robert Daugherty,bob.daugherty@albany.k12.or.us,,,No,,,,,,,,,,,,,,,,,,,,,,409,433,231,53.3%,202,46.7%,2,0.5%,4,0.9%,,0%,4,0.9%,102,23.6%,296,68.4%,25,5.8%,71,73,77,78,75,59,,,,,,,,false,Calapooia Middle School – Albany,-123.0781438,44.6210811,Calapooia Middle School,
Perrydale School – Amity,Perrydale School,Perrydale SD 21,Willamette ESD,,7445 Perrydale Rd,Amity,OR,97101,Polk,503-835-3184,K,12,Other,Public,Regular School,3378,Principal,Eric Milburn,emilburn@perrydale.k12.or.us,,,Yes,25,6th grade,Camp Tapawingo,3,2,,"Yes, and it CONNECTS TO STATE STANDARDS",School staff develop the curriculum,"State agency or community resource experts (e.g. watershed council personnel or Fish & Wildlife staff), Parent volunteers, High school mentors",We are ABLE TO MAKE ALL NECESSARY accommodations so our program is accessible for all students,12,,,,,,,VERY FAMILIAR with Measure 99,VERY FAMILIAR with the role OSU Extension plays,,,318,318,162,50.9%,156,49.1%,5,1.6%,1,0.3%,1,0.3%,4,1.3%,17,5.3%,279,87.7%,11,3.5%,26,26,24,26,24,26,26,26,22,24,26,25,17,true,,-123.2574182,45.0420662,,
Peterson Elementary School – Klamath Falls,Peterson Elementary School,Klamath County SD,Southern Oregon ESD,,4856 Clinton Ave,Klamath Falls,OR,97603,Klamath,541-883-5058,K,6,Elementary,Public,Regular School,477,Principal,Jennifer Hawkins-Utley,hawkinsj@kcsd.k12.or.us,,,Yes,80,6th grade,Camp Westwind,4,3,Northwest Regional ESD,"Yes, and it CONNECTS TO STATE STANDARDS",We use curriculum developed by an outside provider,"Program provider staff, High school mentors",We are ABLE TO MAKE SOME accommodations so our program is accessible for all students,20,,,,,,,A BIT FAMILIAR with Measure 99,NOT AT ALL FAMILIAR with the role OSU Extension plays,,,605,606,284,46.9%,322,53.1%,20,3.3%,8,1.3%,2,0.3%,9,1.5%,125,20.6%,380,62.7%,62,10.2%,121,68,90,97,84,63,83,,,,,,,true,,-121.7288567,42.1900561,Brixner Junior High School,
Philomath Elementary School – Philomath,Philomath Elementary School,Philomath SD 17J,Linn Benton Lincoln ESD,Philomath Middle School – Philomath,239 S 16th St,Philomath,OR,97370,Benton,541-929-3253,2,5,Elementary,Public,Regular School,20,Principal,Susan Halliday,susan.halliday@philomath.k12.or.us,,,Sister school did,,,,,,,,,,,,,,,,,,,,,,488,406,205,50.5%,201,49.5%,5,1.2%,5,1.2%,,0%,1,0.2%,30,7.4%,347,85.5%,18,4.4%,,,97,97,100,112,,,,,,,,false,Philomath Middle School – Philomath,-123.3627144,44.5378219,Philomath Middle School,
Philomath Middle School – Philomath,Philomath Middle School,Philomath SD 17J,Linn Benton Lincoln ESD,Philomath Elementary School – Philomath,2021 Chapel Dr,Philomath,OR,97370,Benton,541-929-3167,6,8,Middle,Public,Regular School,21,Principal,Steve Bell,steve.bell@philomath.k12.or.us,,,Yes,105,6th grade,Camp Tadmor,5,4,Philomath School District,"Yes, and it CONNECTS TO STATE STANDARDS",School staff develop the curriculum,"Program provider staff, State agency or community resource experts (e.g. watershed council personnel or Fish & Wildlife staff), Parent volunteers, High school mentors",We are ABLE TO MAKE SOME accommodations so our program is accessible for all students,,,,,,,,VERY FAMILIAR with Measure 99,A BIT FAMILIAR with the role OSU Extension plays,,,325,342,168,49.1%,174,50.9%,8,2.3%,2,0.6%,,0%,,0%,22,6.4%,289,84.5%,21,6.1%,,,,,,,112,109,121,,,,,true,Philomath Elementary School – Philomath,-123.3556333,44.5345472,,
Phoenix Elementary School – Phoenix,Phoenix Elementary School,Phoenix-Talent SD 4,Southern Oregon ESD,Talent Middle School – Talent,215 N Rose St,Phoenix,OR,97535,Jackson,541-535-3353,K,5,Elementary,Public,Regular School,371,Principal,Jeff Carpenter,jeff.carpenter@phoenix.k12.or.us,,,Yes,40,5th grade,Mountain Lakes Bible Camp,3,2,None,"Yes, and it CONNECTS TO STATE STANDARDS",School staff develop the curriculum,"Parent volunteers, High school mentors",We are ABLE TO MAKE ALL NECESSARY accommodations so our program is accessible for all students,8,,,,,,,VERY FAMILIAR with Measure 99,SOMEWHAT FAMILIAR with the role OSU Extension plays,,,395,370,200,54.1%,170,45.9%,2,0.5%,1,0.3%,,0%,,0%,216,58.4%,137,37%,14,3.8%,57,76,60,62,57,58,,,,,,,,true,Talent Middle School – Talent,-122.8200681,42.2733072,Talent Middle School,
Pilgrim Lutheran School – Beaverton,Pilgrim Lutheran School,,,,5650 SW Hall Blvd,Beaverton,OR,97005,Washington,503-644-8697,PK,8,Other,Private,Regular School,,,,principal@pilgrimbeaverton.com,,,Yes,12,6th grade,Camp Westwind,4,3,Northwest Regional ESD,"Yes, and it CONNECTS TO STATE STANDARDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,-122.8050792,45.4791231,,
Pilot Butte Middle School – Bend,Pilot Butte Middle School,Bend-La Pine Admin SD 1,High Desert ESD,"Buckingham Elementary School – Bend, Ensworth Elementary School – Bend, Juniper Elementary School – Bend, Bear Creek Elementary School – Bend",1501 NE NEff St,Bend,OR,97701,Deschutes,541-355-7400,6,8,Middle,Public,Regular School,249,Principal,Steve Stancliff,steve.stancliff@bend.k12.or.us,,,No,,,,,,,,,,,,,,,,,,,,,,670,701,363,51.8%,338,48.2%,9,1.3%,7,1%,1,0.1%,3,0.4%,104,14.8%,560,79.9%,17,2.4%,,,,,,,221,246,234,,,,,false,"Buckingham Elementary School – Bend, Ensworth Elementary School – Bend, Bear Creek Elementary School – Bend, Juniper Elementary School – Bend",-121.286535,44.064436,,
Pilot Rock Elementary School – Pilot Rock,Pilot Rock Elementary School,Pilot Rock SD 2,InterMountain ESD,,200 Vern McGowan Dr,Pilot Rock,OR,97868,Umatilla,541-443-2361,K,6,Elementary,Public,Regular School,1027,Principal,Steve Staniak,steve.staniak@pilotrock.k12.or.us,,,Yes,35,6th grade,Camp Meadowood Springs,4,3,Self,"Yes, and it CONNECTS TO STATE STANDARDS",Teachers,"State agency or community resource experts (e.g. watershed council personnel or Fish & Wildlife staff), High school mentors",,,,,,,,,,,,,200,183,81,44.3%,102,55.7%,4,2.2%,,0%,,0%,,0%,11,6%,158,86.3%,10,5.5%,20,22,24,26,25,32,34,,,,,,,false,,-118.8332553,45.4785564,Pilot Rock High School,
Pine Creek Elementary School – Drewsey,Pine Creek Elementary School,Pine Creek SD 5,Harney ESD,,79654 Pine Creek Rd,Drewsey,OR,97904,Harney,541-493-2600,K,8,Other,Public,Regular School,347,Head Teacher,Katie Tracy,tracykl@harneyesd.k12.or.us,,,No,,,,,,,,,,,,,,,,,,,,,,4,5,,0%,5,100%,,0%,,0%,,0%,,0%,,0%,5,100%,,0%,1,,1,,2,,1,,,,,,,false,,-118.5874008,43.8269554,,
Pine Eagle Charter School – Halfway,Pine Eagle Charter School,Pine Eagle SD 61,InterMountain ESD,,375 North Main St,Halfway,OR,97834,Baker,541-742-2811,K,12,Other,Public,Regular School,15,Principal,Cammie deCastro,cadecastro@pineeaglesd.org,Says call can't be completed,,,,,,,,,,,,,,,,,,,,,,,,177,208,107,51.4%,101,48.6%,1,0.5%,,0%,,0%,1,0.5%,20,9.6%,174,83.7%,12,5.8%,16,19,13,18,10,22,12,23,23,8,15,14,15,false,,-117.1136701,44.8818416,,
Pine Ridge Elementary School – Bend,Pine Ridge Elementary School,Bend-La Pine Admin SD 1,High Desert ESD,Cascade Middle School – Bend,19840 Hollygrape St,Bend,OR,97702,Deschutes,541-355-2700,K,5,Elementary,Public,Regular School,3947,Principal,Kevin Gehrig,kevin.gehrig@bend.k12.or.us,,,Yes,94,5th grade,Camp Tamarack,3,2,Camp Tamarack,"Yes, and it CONNECTS TO STATE STANDARDS",We use curriculum developed by an outside provider,Program provider staff,,,,,,,,,,,,,,,,,274,52.9%,1,0.2%,8,1.5%,1,0.2%,3,0.6%,54,10.4%,435,84%,16,3.1%,85,93,71,89,99,81,,,,,,,,false,Cascade Middle School – Bend,-121.3314013,44.0236373,Cascade Middle School,
Pinehurst Elementary School – Ashland,Pinehurst Elementary School,Pinehurst SD 94,Southern Oregon ESD,,15337 Hwy 66,Ashland,OR,97520,Jackson,541-482-1910,K,8,Elementary,Public,Regular School,407,Principal,,sam@pinehurst.k12.or.us,"We're a K-5 and only have 16 students. Do own program. Have included outdoor ed since 1908. Do all kinds of activities, do field trips, have kids learn in outdoor classroom. Do it in conjunction with Klamath Outdoor School and others.",,"No, but have other outdoor ed programming",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,-122.3987422,42.1091645,,
Pioneer Elementary School – Ontario,Pioneer Elementary School,Ontario SD 8C,Malheur ESD Region 14,,4744 Pioneer Rd,Ontario,OR,97914,Malheur,541-262-3902,K,5,Elementary,Public,Regular School,697,Principal,Erin O'Hara-Rines,Eoharar@ontario.k12.or.us,,,No,,,,,,,,,,,,,,,,,,,,,,136,137,74,54%,63,46%,,0%,,0%,,0%,4,2.9%,68,49.6%,57,41.6%,8,5.8%,16,30,24,28,15,24,,,,,,,,false,,-116.938867,44.117991,May Roberts Elementary School,
Pioneer School – Lebanon,Pioneer School,Lebanon Community SD 9,Linn Benton Lincoln ESD,,500 N 5th St,Lebanon,OR,97355,Linn,541-451-8487,K,6,Elementary,Public,Regular School,3504,Principal,Tonya Cairo,tonya.cairo@lebanon.k12.or.us,,,Yes,23,6th grade,Camp Tadmor,3,2,South Santiam Watershed Council,Yes,South Santiam Watershed Council,,,,,,,,,,,,,,423,362,175,48.3%,187,51.7%,4,1.1%,,0%,1,0.3%,,0%,21,5.8%,314,86.7%,22,6.1%,64,44,55,53,60,63,23,,,,,,,false,,-122.9141758,44.5503382,,
Pleasant Hill Elementary School – Pleasant Hill,Pleasant Hill Elementary School,Pleasant Hill SD 1,Lane ESD,Pleasant Hill High School – Pleasant Hill,36386 Hwy 58,Pleasant Hill,OR,97455,Lane,541-736-0400,K,5,Elementary,Public,Regular School,500,Principal,Devery Stoneberg,dstoneberg@pleasanthill.k12.or.us,,,Sister school did,,,,,,,,,,,,,,,,,,,,,,490,432,213,49.3%,219,50.7%,7,1.6%,1,0.2%,,0%,,0%,24,5.6%,375,86.8%,25,5.8%,64,55,72,75,79,87,,,,,,,,false,Pleasant Hill High School – Pleasant Hill,-122.9134386,43.9590454,Pleasant Hill High School,
Pleasant Hill High School – Pleasant Hill,Pleasant Hill High School,Pleasant Hill SD 1,Lane ESD,Pleasant Hill Elementary School – Pleasant Hill,36386 Hwy 58,Pleasant Hill,OR,97455,Lane,541-747-4541,6,12,Other,Public,Regular School,502,Principal,Randy Fisher,rfisher@pleasanthill.k12.or.us,,,Yes,75,6th grade,Kiwanis Sky Camp,3,2,,"Yes, and it CONNECTS TO STATE STANDARDS",Middle Fork Watershed Council and others,,We are ABLE TO MAKE ALL NECESSARY accommodations so our program is accessible for all students,1,,,,,,,,,,,491,583,286,49.1%,297,50.9%,6,1%,4,0.7%,,0%,,0%,39,6.7%,486,83.4%,48,8.2%,,,,,,,71,85,79,98,82,82,86,false,Pleasant Hill Elementary School – Pleasant Hill,-122.9134386,43.9590454,,
Pleasant Valley Elementary School – Gresham,Pleasant Valley Elementary School,Centennial SD 28J,Multnomah ESD,,17625 SE Foster Rd,Gresham,OR,97080,Multnomah,503-762-3209,K,6,Elementary,Public,Regular School,966,Principal,Laura Nixon,laura_nixon@centennial.k12.or.us,,,No,,,,,,,,,,,,Yes,2007-2008 school year,"Sandy, MT. Hood",budget cuts,I'm not sure,"This is not a building level decision, our district would make this decision",A BIT FAMILIAR with Measure 99,NOT AT ALL FAMILIAR with the role OSU Extension plays,,,412,405,183,45.2%,222,54.8%,,0%,61,15.1%,6,1.5%,14,3.5%,68,16.8%,224,55.3%,32,7.9%,52,47,51,63,80,57,55,,,,,,,false,,-122.47992,45.4646035,Centennial Middle School,
Plush Elementary School – Plush,Plush Elementary School,Plush SD 18,Lake ESD,,18254 Morris Ln,Plush,OR,97637,Lake,,PK,8,Elementary,Public,Regular School,497,Principal,,landerson@gmail.com,,,Yes,6,PK-3,Own,5,0,None,"Yes, and it CONNECTS TO STATE STANDARDS","School staff develop the curriculum, We use curriculum developed by an outside provider, soil and water conversation curriculum, outside speakers",,We are ABLE TO MAKE ALL NECESSARY accommodations so our program is accessible for all students,9,,,,,,,SOMEWHAT FAMILIAR with Measure 99,VERY FAMILIAR with the role OSU Extension plays,"It's important for kids to be outside.  One time, we took our kids to a formal outdoor school on the coast.  We try to get around the state in four years.  It rained the entire time, we are desert kids.  It was really formal, it was a different experience but the kids loved it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,-119.903279,42.4119945,,
